product,Color,SIZE,Type/ Model,,catagory,SKU,סוג,שם,תיאור,במלאי?,מלאי,מחיר רגיל,קטגוריות,תגיות,Images,שיוך 1 שמות,שיוך 1 ערכים,אב,שיוך 1 פריטים גלובליים
CHGI,WH,M0,GI,CLOTHING,,CHGI-WH-M0,variation,GI blue חליפת ג'יו ג'יטסו ילדים,,0,0,290,,,https://activebrands.co.il/wp-content/uploads-new/2022/03/Photo-09-03-2022-22-14-25-min-scaled.jpg,size,M0,CHGI-WH,1
,,,,,,,,,,,,,,,,,,,
SJ,MU,A,SAFE JAWS,MOUTH GUARD,,SJ-MU,simple,SAFEJAWS MUSTACHE,,1,,,שונות,"מגני שיניים, מגן שיניים, אגרוף,אגרוף תאינלנדי,",https://activebrands.co.il/wp-content/uploads-new/2020/12/SJ_Extro_Mo_Front.jpg,,,,1
SJ,FANGZ-BK,A,SAFE JAWS,MOUTH GUARD,,SJ-FANGZ-BK,simple,SAFEJAWS FANGZ BLACK,,1,66,90,שונות,,https://activebrands.co.il/wp-content/uploads-new/2020/12/SJ_Extro_BlackFangz_Front.jpg,,,,1
SJ,GOLDIE,A,SAFE JAWS,MOUTH GUARD,,SJ-GOLDIE,simple,SAFEJAWS GOLDIE,,1,56,90,שונות,,https://activebrands.co.il/wp-content/uploads-new/2020/12/SJ_Extro_Goldie_Front.jpg,,,,1
SJ,FANGZ-PK,A,SAFE JAWS,MOUTH GUARD,,SJ-FANGZ-PK,simple,SAFEJAWS FANGZ PINK,,1,45,90,שונות,,https://activebrands.co.il/wp-content/uploads-new/2020/12/SJ_Extro_PinkFangz_Front.jpg,,,,1
SJ,SHARK,A,SAFE JAWS,MOUTH GUARD,,SJ-SHARK,simple,SAFEJAWS SHARK,,1,108,90,שונות,,https://activebrands.co.il/wp-content/uploads-new/2020/12/SJ_Extro_Shark_Front.jpg,,,,1
SJ,OGRE,A,SAFE JAWS,MOUTH GUARD,,SJ-OGRE,simple,SAFEJAWS OGRE,,1,20,90,שונות,,https://activebrands.co.il/wp-content/uploads-new/2020/12/SJ_Extro_Ogre_Front.jpg,,,,1
SJ,ICE,A,SAFE JAWS,MOUTH GUARD,,SJ-ICE,simple,SAFEJAWS ICE,,1,80,90,שונות,,https://activebrands.co.il/wp-content/uploads/2020/12/SJ_Extro_Ice_Angle.jpg,,,,1
SJ,VIPER,A,SAFE JAWS,MOUTH GUARD,,SJ-VIPER,simple,SAFEJAWS VIPER,,1,30,90,שונות,,https://activebrands.co.il/wp-content/uploads-new/2020/12/SJ_Extro_Viper_Front.jpg,,,,1
SJ,WHITE,A,SAFE JAWS,MOUTH GUARD,,SJSAFE JAWS-WHITE-A,simple,SAFEJAWS WHITE,,0,0,90,שונות,,https://activebrands.co.il/wp-content/uploads-new/2021/10/sj-wh.jpg,,,,1
SJ,CLEAR,A,SAFE JAWS,MOUTH GUARD,,SJSAFE JAWS-CLEAR-A,simple,SAFEJAWS CLEAR,,0,0,90,שונות,,https://activebrands.co.il/wp-content/uploads-new/2020/12/SJ_Extro_Viper_Front.jpg,,,,1
SJ,C.AMERICA,A,SAFE JAWS,MOUTH GUARD,,SJ-C.AMERICA,simple,SAFEJAWS CAPTAIN AMERICA,,0,0,90,שונות,,https://activebrands.co.il/wp-content/uploads/2025/02/SJ-CAMERICA.jpg,,,,1
SJ,VENUM,A,SAFE JAWS,MOUTH GUARD,,SJ-VENUM,simple,SAFEJAWS VENUM,,0,0,90,שונות,,https://activebrands.co.il/wp-content/uploads/2025/02/SJVENUM.jpg,,,,1
SJ,BK PANTER ,A,SAFE JAWS,MOUTH GUARD,,SJ-BK PANTER ,simple,SAFEJAWS BLACK PANTER,,0,0,90,שונות,,https://activebrands.co.il/wp-content/uploads/2025/02/SJPANTER.jpg,,,,1
SJ,HALK,A,SAFE JAWS,MOUTH GUARD,,SJ-HALK,simple,SAFEJAWS HALK,,0,0,90,שונות,,https://activebrands.co.il/wp-content/uploads/2025/02/SJSMASH.jpg,,,,1
,,,,,,,,,,,,,,,,,,,
,,,,,,BAGMI-MU-OT-WH-BK-RD,variable,"BAG GLOVE OPEN THUMB white black red,כפפות שק עור",,1,,,כפפות איגרוף,"אגרוף, אגרוף תאילנדי, כפפות, כפפות לחימה,כפפות שק",https://activebrands.co.il/wp-content/uploads-new/2020/10/begmi-123.jpg,size,"S,M,L,XL",1,1
BAGMI,WH-BK-RD,S,MU-OT,BAG MITTS,,BAGMI-MU-OT-WH-BK-RD-S,variation,"BAG GLOVE OPEN THUMB white black red,כפפות שק עור",,1,1,298,,,https://activebrands.co.il/wp-content/uploads-new/2020/10/begmi-123.jpg,size,S,BAGMI-MU-OT-WH-BK-RD,1
BAGMI,WH-BK-RD,M,MU-OT,BAG MITTS,,BAGMI-MU-OT-WH-BK-RD-M,variation,"BAG GLOVE OPEN THUMB white black red,כפפות שק עור",,1,4,298,,,https://activebrands.co.il/wp-content/uploads-new/2020/10/begmi-123.jpg,size,M,BAGMI-MU-OT-WH-BK-RD,1
BAGMI,WH-BK-RD,L,MU-OT,BAG MITTS,,BAGMI-MU-OT-WH-BK-RD-L,variation,"BAG GLOVE OPEN THUMB white black red,כפפות שק עור",,1,2,298,,,https://activebrands.co.il/wp-content/uploads-new/2020/10/begmi-123.jpg,size,L,BAGMI-MU-OT-WH-BK-RD,1
BAGMI,WH-BK-RD,XL,MU-OT,BAG MITTS,,BAGMI-MU-OT-WH-BK-RD-XL,variation,"BAG GLOVE OPEN THUMB white black red,כפפות שק עור",,0,0,298,,,https://activebrands.co.il/wp-content/uploads-new/2020/10/begmi-123.jpg,size,XL,BAGMI-MU-OT-WH-BK-RD,1
,,,,,,,,,,,,,,,,,,,
,,,,,,BAGMI-MU-OT-RD-WH-BK,variable,"BAG GLOVE OPEN THUMB red white black,כפפות שק עור",,1,,,כפפות איגרוף,"אגרוף, אגרוף תאילנדי, כפפות, כפפות לחימה,כפפות שק",https://activebrands.co.il/wp-content/uploads-new/2021/03/TKBMMI-OT-312.jpg,size,"S,M,L,XL",1,1
BAGMI,BK-WH-RD,S,MU-OT,BAG MITTS,,BAGMI-MU-OT-BK-WH-RD-S,variation,"BAG GLOVE OPEN THUMB red white black,כפפות שק עור",,0,0,298,,,https://activebrands.co.il/wp-content/uploads-new/2021/03/TKBMMI-OT-312.jpg,size,S,BAGMI-MU-OT-RD-WH-BK,1
BAGMI,BK-WH-RD,M,MU-OT,BAG MITTS,,BAGMI-MU-OT-BK-WH-RD-M,variation,"BAG GLOVE OPEN THUMB red white black,כפפות שק עור",,1,4,298,,,https://activebrands.co.il/wp-content/uploads-new/2021/03/TKBMMI-OT-312.jpg,size,M,BAGMI-MU-OT-RD-WH-BK,1
BAGMI,BK-WH-RD,L,MU-OT,BAG MITTS,,BAGMI-MU-OT-BK-WH-RD-L,variation,"BAG GLOVE OPEN THUMB red white black,כפפות שק עור",,1,2,298,,,https://activebrands.co.il/wp-content/uploads-new/2021/03/TKBMMI-OT-312.jpg,size,L,BAGMI-MU-OT-RD-WH-BK,1
BAGMI,BK-WH-RD,XL,MU-OT,BAG MITTS,,BAGMI-MU-OT-BK-WH-RD-XL,variation,"BAG GLOVE OPEN THUMB red white black,כפפות שק עור",,1,2,298,,,https://activebrands.co.il/wp-content/uploads-new/2021/03/TKBMMI-OT-312.jpg,size,XL,BAGMI-MU-OT-RD-WH-BK,1
,,,,,,,,,,,,,,,,,,,
,,,,,,TKBMU-OT-BKRDWH,variable,"BAG GLOVE OPEN THUMB black red white,כפפות שק עור",,0,,,כפפות איגרוף,"אגרוף, אגרוף תאילנדי, כפפות, כפפות לחימה,כפפות שק",https://activebrands.co.il/wp-content/uploads-new/2021/03/TKBMP-OT-132.jpg,size,"S,M,L,XL",1,1
BAGMI,BK-RD-WH,S,MU-OT,BAG MITTS,,BAGMI-MU-OT-BK-RD-WH-S,variation,"BAG GLOVE OPEN THUMB black red white,כפפות שק עור",,0,0,298,,,https://activebrands.co.il/wp-content/uploads-new/2021/03/TKBMP-OT-132.jpg,size,S,TKBMU-OT-BKRDWH,1
BAGMI,BK-RD-WH,M,MU-OT,BAG MITTS,,BAGMI-MU-OT-BK-RD-WH-M,variation,"BAG GLOVE OPEN THUMB black red white,כפפות שק עור",,0,0,298,,,https://activebrands.co.il/wp-content/uploads-new/2021/03/TKBMP-OT-132.jpg,size,M,TKBMU-OT-BKRDWH,1
BAGMI,BK-RD-WH,L,MU-OT,BAG MITTS,,BAGMI-MU-OT-BK-RD-WH-L,variation,"BAG GLOVE OPEN THUMB black red white,כפפות שק עור",,0,0,298,,,https://activebrands.co.il/wp-content/uploads-new/2021/03/TKBMP-OT-132.jpg,size,L,TKBMU-OT-BKRDWH,1
BAGMI,BK-RD-WH,XL,MU-OT,BAG MITTS,,BAGMI-MU-OT-BK-RD-WH-XL,variation,"BAG GLOVE OPEN THUMB black red white,כפפות שק עור",,0,0,298,,,https://activebrands.co.il/wp-content/uploads-new/2021/03/TKBMP-OT-132.jpg,size,XL,TKBMU-OT-BKRDWH,1
,,,,,,,,,,,,,,,,,,,
,,,,,,ABDOMINAL-BK,variable,ABDOMINAL PROTECTION black,"הגנה מוגברת לאשכים והבטן התחתונה, מחוזק בשכבת ברזל, מיוצר בעבודת יד בסטנדרטים הגבוהים ביותר",1,,,שונות,,https://activebrands.co.il/wp-content/uploads/2021/10/abdominal-protector-bk.jpg,size,"S,M,L,XL",1,1
ABDOMINAL,BK,S,ABDOMINAL PROTECTOR,ABDOMINAL PROTECTOR,,ABDOMINAL-BK-S,variation,ABDOMINAL PROTECTION black,,1,2,435,,,https://activebrands.co.il/wp-content/uploads/2021/10/abdominal-protector-bk.jpg,size,S,ABDOMINAL-BK,1
ABDOMINAL,BK,M,ABDOMINAL PROTECTOR,ABDOMINAL PROTECTOR,,ABDOMINAL-BK-M,variation,ABDOMINAL PROTECTION black,,1,3,435,,,https://activebrands.co.il/wp-content/uploads/2021/10/abdominal-protector-bk.jpg,size,M,ABDOMINAL-BK,1
ABDOMINAL,BK,L,ABDOMINAL PROTECTOR,ABDOMINAL PROTECTOR,,ABDOMINAL-BK-L,variation,ABDOMINAL PROTECTION black,,1,5,435,,,https://activebrands.co.il/wp-content/uploads/2021/10/abdominal-protector-bk.jpg,size,L,ABDOMINAL-BK,1
ABDOMINAL,BK,XL,ABDOMINAL PROTECTOR,ABDOMINAL PROTECTOR,,ABDOMINAL-BK-XL,variation,ABDOMINAL PROTECTION black,,0,0,435,,,https://activebrands.co.il/wp-content/uploads/2021/10/abdominal-protector-bk.jpg,size,XL,ABDOMINAL-BK,1
,,,,,,,,,,0,0,,,,,,,,
,,,,,,ANKL-BU,variable,ANKLE SUPPORTS blue,,0,0,,שונות,,https://activebrands.co.il/wp-content/uploads-new/2020/12/TKB-Accessory-0-11_50220.png,size,"S,M,L,XL",1,1
ANKL,BU,S,ANKLE SUPPORTS,ANKLE SUPPORTS,,ANKL-BU-S,variation,ANKLE SUPPORTS blue,,0,0,80,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/TKB-Accessory-0-11_50220.png,size,S,ANKL-BU,1
ANKL,BU,M,ANKLE SUPPORTS,ANKLE SUPPORTS,,ANKL-BU-M,variation,ANKLE SUPPORTS blue,,0,0,80,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/TKB-Accessory-0-11_50220.png,size,M,ANKL-BU,1
ANKL,BU,L,ANKLE SUPPORTS,ANKLE SUPPORTS,,ANKL-BU-L,variation,ANKLE SUPPORTS blue,,0,0,80,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/TKB-Accessory-0-11_50220.png,size,L,ANKL-BU,1
ANKL,BU,XL,ANKLE SUPPORTS,ANKLE SUPPORTS,,ANKL-BU-XL,variation,ANKLE SUPPORTS blue,,0,0,80,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/TKB-Accessory-0-11_50220.png,size,XL,ANKL-BU,1
,,,,,,,,,,,,,,,,,,,
,,,,,,ANKL-BK,variable,ANKLE SUPPORTS black,,0,,,שונות,,https://activebrands.co.il/wp-content/uploads-new/2020/12/TKB-Accessory-0-11_50220.png,size,"S,M,L,XL",1,1
ANKL,BK,S,ANKLE SUPPORTS,ANKLE SUPPORTS,,ANKL-BK-S,variation,ANKLE SUPPORTS black,,0,0,80,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/TKB-Accessory-0-11_50220.png,size,S,ANKL-BK,1
ANKL,BK,M,ANKLE SUPPORTS,ANKLE SUPPORTS,,ANKL-BK-M,variation,ANKLE SUPPORTS black,,0,0,80,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/TKB-Accessory-0-11_50220.png,size,M,ANKL-BK,1
ANKL,BK,L,ANKLE SUPPORTS,ANKLE SUPPORTS,,ANKL-BK-L,variation,ANKLE SUPPORTS black,,0,0,80,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/TKB-Accessory-0-11_50220.png,size,L,ANKL-BK,1
ANKL,BK,XL,ANKLE SUPPORTS,ANKLE SUPPORTS,,ANKL-BK-XL,variation,ANKLE SUPPORTS black,,0,0,80,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/TKB-Accessory-0-11_50220.png,size,XL,ANKL-BK,1
,,,,,,,,,,,,,,,,,,,
,,,,,,GMB,simple,GYM BAG,,1,,,שונות,,,,,1,1
GMB01,GY,F,GYM BAG,GMB01,,GMB01-GY,simple,GYM BAG,"מידות: אורך:90, גובה:35, עומק:35.",1,36,330,שונות,,https://activebrands.co.il/wp-content/uploads-new/2021/03/TK-GBM-01-BG.jpg,,,,1
GMB01,GN,F,GYM BAG,GMB01,,GMB01-GN,simple,GYM BAG,"מידות: אורך:90, גובה:35, עומק:35.",1,9,330,שונות,,https://activebrands.co.il/wp-content/uploads-new/2021/03/gg11108.jpg,,,,1
GMB02,GY,F,BACKPACK,BACKPACK,,GMB02-GY,simple,BACKPACK,"מידות: מקופל: אורך:55, רוחב: 48, עומק: 34. פתוח: אורך:83, רוחב: 48, עומק: 34.",0,0,330,שונות,,https://activebrands.co.il/wp-content/uploads-new/2021/03/zoom_18092017175759_1.jpg,,,,1
GMB03,RD,F,GYM BAG,GMB03,,GMB03-RD,simple,GYM BAG,,0,0,330,שונות,,https://activebrands.co.il/wp-content/uploads/2024/06/TopKinggymbagsuperexportshop_4.webp,,,,1
,,,,,,,,,,,,,,,,,,,
,,,,,,BELLYPRO-BK,variable,BELLY PROTECTOR black,,1,,,ציוד מאמנים,"מגן גוף, אגרוף תאילנדי, אגרוף",https://activebrands.co.il/wp-content/uploads-new/2021/05/belly-protector-bk.jpg,size,"S,M,L,XL",1,1
BELLYPRO,BK,S,BELLY PROTECTOR,TRAINERS,,BELLYPRO-BK-S,variation,BELLY PROTECTOR black,,0,0,450,,,https://activebrands.co.il/wp-content/uploads-new/2021/05/belly-protector-bk.jpg,size,S,BELLYPRO-BK,1
BELLYPRO,BK,M,BELLY PROTECTOR,TRAINERS,,BELLYPRO-BK-M,variation,BELLY PROTECTOR black,,1,3,450,,,https://activebrands.co.il/wp-content/uploads-new/2021/05/belly-protector-bk.jpg,size,M,BELLYPRO-BK,1
BELLYPRO,BK,L,BELLY PROTECTOR,TRAINERS,,BELLYPRO-BK-L,variation,BELLY PROTECTOR black,,1,8,450,,,https://activebrands.co.il/wp-content/uploads-new/2021/05/belly-protector-bk.jpg,size,L,BELLYPRO-BK,1
BELLYPRO,BK,XL,BELLY PROTECTOR,TRAINERS,,BELLYPRO-BK-XL,variation,BELLY PROTECTOR black,,1,7,450,,,https://activebrands.co.il/wp-content/uploads-new/2021/05/belly-protector-bk.jpg,size,XL,BELLYPRO-BK,1
,,,,,,,,,,,,,,,,,,,
,,,,,,BGCTH-BK,variable,"CULTURE SERIES - THAILAND,כפפות איגרוף דמוי עור","כפפות האגרוף מסדרת SUPER AIR עשויות עור מלא בעבודת יד, בעלות רשת אוורור",1,,,כפפות איגרוף,"אגרוף, אגרוף תאילנדי, כפפות, כפפות לחימה",https://activebrands.co.il/wp-content/uploads-new/2021/10/bgc-th.jpg,weight,"8OZ, 10OZ, 12OZ, 14OZ, 16OZ",1,1
BG,BK,8,C-TH,BOXING GLOVES,,BG-C-TH-BK-8,variation,"CULTURE SERIES - THAILAND,כפפות איגרוף דמוי עור",,0,0,320,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgc-th.jpg,weight,8OZ,BGCTH-BK,1
BG,BK,10,C-TH,BOXING GLOVES,,BG-C-TH-BK-10,variation,"CULTURE SERIES - THAILAND,כפפות איגרוף דמוי עור",,1,6,320,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgc-th.jpg,weight,10OZ,BGCTH-BK,1
BG,BK,12,C-TH,BOXING GLOVES,,BG-C-TH-BK-12,variation,"CULTURE SERIES - THAILAND,כפפות איגרוף דמוי עור",,0,0,320,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgc-th.jpg,weight,12OZ,BGCTH-BK,1
BG,BK,14,C-TH,BOXING GLOVES,,BG-C-TH-BK-14,variation,"CULTURE SERIES - THAILAND,כפפות איגרוף דמוי עור",,0,0,320,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgc-th.jpg,weight,14OZ,BGCTH-BK,1
BG,BK,16,C-TH,BOXING GLOVES,,BG-C-TH-BK-16,variation,"CULTURE SERIES - THAILAND,כפפות איגרוף דמוי עור",,0,0,320,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgc-th.jpg,weight,16OZ,BGCTH-BK,1
,,,,,,,,,,,,,,,,,,,
,,,,,,BGCCN-RD,variable,"CULTURE SERIES - CHINA,כפפות איגרוף דמוי עור","כפפות האגרוף מסדרת SUPER AIR עשויות עור מלא בעבודת יד, בעלות רשת אוורור",1,,,כפפות איגרוף,"אגרוף, אגרוף תאילנדי, כפפות, כפפות לחימה",https://activebrands.co.il/wp-content/uploads-new/2021/10/bgch.jpg,weight,"8OZ, 10OZ, 12OZ, 14OZ, 16OZ",1,1
BG,RD,8,C-CN,BOXING GLOVES,,BGC-CN-RD-8,variation,"CULTURE SERIES - CHINA,כפפות איגרוף דמוי עור",,0,0,320,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgch.jpg,weight,8OZ,BGCCN-RD,1
BG,RD,10,C-CN,BOXING GLOVES,,BGC-CN-RD-10,variation,"CULTURE SERIES - CHINA,כפפות איגרוף דמוי עור",,1,5,320,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgch.jpg,weight,10OZ,BGCCN-RD,1
BG,RD,12,C-CN,BOXING GLOVES,,BGC-CN-RD-12,variation,"CULTURE SERIES - CHINA,כפפות איגרוף דמוי עור",,0,0,320,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgch.jpg,weight,12OZ,BGCCN-RD,1
BG,RD,14,C-CN,BOXING GLOVES,,BGC-CN-RD-14,variation,"CULTURE SERIES - CHINA,כפפות איגרוף דמוי עור",,0,0,320,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgch.jpg,weight,14OZ,BGCCN-RD,1
BG,RD,16,C-CN,BOXING GLOVES,,BGC-CN-RD-16,variation,"CULTURE SERIES - CHINA,כפפות איגרוף דמוי עור",,0,0,320,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgch.jpg,weight,16OZ,BGCCN-RD,1
,,,,,,,,,,,,,,,,,,,
,,,,,,BGKN01-BK,variable,"KANOK black,כפפות איגרוף עור","כפפות האגרוף מסדרת SUPER AIR עשויות עור מלא בעבודת יד, בעלות רשת אוורור",0,,,כפפות איגרוף,"אגרוף, אגרוף תאילנדי, כפפות, כפפות לחימה",https://activebrands.co.il/wp-content/uploads-new/2021/10/bgkn-01-bk.jpg,weight,"8OZ, 10OZ, 12OZ, 14OZ, 16OZ",1,1
BG,BK,8,KN-01,BOXING GLOVES,,BG-KN-01-BK-8,variation,"KANOK black,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgkn-01-bk.jpg,weight,8OZ,BGKN01-BK,1
BG,BK,10,KN-01,BOXING GLOVES,,BG-KN-01-BK-10,variation,"KANOK black,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgkn-01-bk.jpg,weight,10OZ,BGKN01-BK,1
BG,BK,12,KN-01,BOXING GLOVES,,BG-KN-01-BK-12,variation,"KANOK black,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgkn-01-bk.jpg,weight,12OZ,BGKN01-BK,1
BG,BK,14,KN-01,BOXING GLOVES,,BG-KN-01-BK-14,variation,"KANOK black,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgkn-01-bk.jpg,weight,14OZ,BGKN01-BK,1
BG,BK,16,KN-01,BOXING GLOVES,,BG-KN-01-BK-16,variation,"KANOK black,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgkn-01-bk.jpg,weight,16OZ,BGKN01-BK,1
,,,,,,,,,,,,,,,,,,,
,,,,,,BGKN01-WH,variable,"KANOK white,כפפות איגרוף עור","כפפות האגרוף מסדרת SUPER AIR עשויות עור מלא בעבודת יד, בעלות רשת אוורור",0,,,כפפות איגרוף,"אגרוף, אגרוף תאילנדי, כפפות, כפפות לחימה",https://activebrands.co.il/wp-content/uploads-new/2021/10/bgkn-01-wh.jpg,weight,"8OZ, 10OZ, 12OZ, 14OZ, 16OZ",1,1
BG,WH,8,KN-01,BOXING GLOVES,,BG-KN-01-WH-8,variation,"KANOK white,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgkn-01-wh.jpg,weight,8OZ,BGKN01-WH,1
BG,WH,10,KN-01,BOXING GLOVES,,BG-KN-01-WH-10,variation,"KANOK white,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgkn-01-wh.jpg,weight,10OZ,BGKN01-WH,1
BG,WH,12,KN-01,BOXING GLOVES,,BG-KN-01-WH-12,variation,"KANOK white,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgkn-01-wh.jpg,weight,12OZ,BGKN01-WH,1
BG,WH,14,KN-01,BOXING GLOVES,,BG-KN-01-WH-14,variation,"KANOK white,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgkn-01-wh.jpg,weight,14OZ,BGKN01-WH,1
BG,WH,16,KN-01,BOXING GLOVES,,BG-KN-01-WH-16,variation,"KANOK white,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgkn-01-wh.jpg,weight,16OZ,BGKN01-WH,1
,,,,,,,,,,,,,,,,,,,
,,,,,,BGKN01-olive,variable,"KANOK olive green,כפפות איגרוף עור","כפפות האגרוף מסדרת SUPER AIR עשויות עור מלא בעבודת יד, בעלות רשת אוורור",0,,,כפפות איגרוף,"אגרוף, אגרוף תאילנדי, כפפות, כפפות לחימה",https://activebrands.co.il/wp-content/uploads-new/2021/10/gbkn-01-olive-1.jpg,weight,"8OZ, 10OZ, 12OZ, 14OZ, 16OZ",1,1
BG,olive,8,KN-01,BOXING GLOVES,,BG-KN01-olive-8,variation,"KANOK olive green,כפפות איגרוף עור",,0,0,525,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/gbkn-01-olive-1.jpg,weight,8OZ,BGKN01-olive,1
BG,olive,10,KN-01,BOXING GLOVES,,BG-KN01-olive-10,variation,"KANOK olive green,כפפות איגרוף עור",,0,0,525,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/gbkn-01-olive-1.jpg,weight,10OZ,BGKN01-olive,1
BG,olive,12,KN-01,BOXING GLOVES,,BG-KN01-olive-12,variation,"KANOK olive green,כפפות איגרוף עור",,0,0,525,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/gbkn-01-olive-1.jpg,weight,12OZ,BGKN01-olive,1
BG,olive,14,KN-01,BOXING GLOVES,,BG-KN01-olive-14,variation,"KANOK olive green,כפפות איגרוף עור",,0,0,525,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/gbkn-01-olive-1.jpg,weight,14OZ,BGKN01-olive,1
BG,olive,16,KN-01,BOXING GLOVES,,BG-KN01-olive-16,variation,"KANOK olive green,כפפות איגרוף עור",,0,0,525,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/gbkn-01-olive-1.jpg,weight,16OZ,BGKN01-olive,1
,,,,,,,,,,,,,,,,,,,
,,,,,,BGSASEMI-BKWHRD,variable,"SUPER AIR synthetic black white red,כפפות איגרוף דמוי עור","כפפות האגרוף מסדרת SUPER AIR עשויות עור מלא בעבודת יד, בעלות רשת אוורור",0,,,כפפות איגרוף,"אגרוף, אגרוף תאילנדי, כפפות, כפפות לחימה",https://activebrands.co.il/wp-content/uploads-new/2020/12/BGSA-213_1.jpg,weight,"8OZ, 10OZ, 12OZ, 14OZ, 16OZ",1,1
BG,BK-WH-RD,8,SA-SEMI,BOXING GLOVES,,BG-SA-SEMI-BKWHRD-8,variation,"SUPER AIR synthetic black white red,כפפות איגרוף דמוי עור",,0,0,470,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/BGSA-213_1.jpg,weight,8OZ,BGSASEMI-WHBKRD,1
BG,BK-WH-RD,10,SA-SEMI,BOXING GLOVES,,BG-SA-SEMI-BKWHRD-10,variation,"SUPER AIR synthetic black white red,כפפות איגרוף דמוי עור",,0,0,470,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/BGSA-213_1.jpg,weight,10OZ,BGSASEMI-WHBKRD,1
BG,BK-WH-RD,12,SA-SEMI,BOXING GLOVES,,BG-SA-SEMI-BKWHRD-12,variation,"SUPER AIR synthetic black white red,כפפות איגרוף דמוי עור",,0,0,470,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/BGSA-213_1.jpg,weight,12OZ,BGSASEMI-WHBKRD,1
BG,BK-WH-RD,14,SA-SEMI,BOXING GLOVES,,BG-SA-SEMI-BKWHRD-14,variation,"SUPER AIR synthetic black white red,כפפות איגרוף דמוי עור",,0,0,470,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/BGSA-213_1.jpg,weight,14OZ,BGSASEMI-WHBKRD,1
BG,BK-WH-RD,16,SA-SEMI,BOXING GLOVES,,BG-SA-SEMI-BKWHRD-16,variation,"SUPER AIR synthetic black white red,כפפות איגרוף דמוי עור",,0,0,470,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/BGSA-213_1.jpg,weight,16OZ,BGSASEMI-WHBKRD,1
,,,,,,,,,,,,,,,,,,,
,,,,,,BGPRO-RDWHBK,variable,"PRO LACE-UP red white black,כפפות איגרוף עור","כפפות האגרוף מסדרת PRO עשויות עור מלא בעבודת יד, בעלות שרוכי הידוק",0,,,כפפות איגרוף,"אגרוף, אגרוף תאילנדי, כפפות, כפפות לחימה",https://activebrands.co.il/wp-content/uploads-new/2021/10/bgpro-rd-wh-bk.jpeg,weight,"8OZ, 10OZ, 12OZ, 14OZ, 16OZ",1,1
BG,RD-WH-BK,8,PRO,BOXING GLOVES,,BG-PRO-RDWHBK-8,variation,"PRO LACE-UP red white black,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgpro-rd-wh-bk.jpeg,weight,8OZ,BGPRO-RDWHBK,1
BG,RD-WH-BK,10,PRO,BOXING GLOVES,,BG-PRO-RDWHBK-10,variation,"PRO LACE-UP red white black,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2021/10/bgpro-rd-wh-bk.jpeg,weight,10OZ,BGPRO-RDWHBK,1
