product,Color,SIZE,Type/ Model,,catagory,SKU,סוג,שם,תיאור,במלאי?,מלאי,מחיר רגיל,קטגוריות,תגיות,Images,שיוך 1 שמות,שיוך 1 ערכים,אב,שיוך 1 פריטים גלובליים
HG,BK,L,OC,HEAD GUARD,,HGOC-BK-L,variation,"OPEN CHIN black ,מגן ראש עור",,1,1,460,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/TKHG-OC-222.jpg,size,L,HGOC-BK,1
HG,BK,XL,OC,HEAD GUARD,,HGOC-BK-XL,variation,"OPEN CHIN black ,מגן ראש עור",,1,1,460,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/TKHG-OC-222.jpg,size,XL,HGOC-BK,1
,,,,,,,,,,,,,,,,,,,
,,,,,,HGOC-BU,variable,"OPEN CHIN blue ,מגן ראש עור",,0,,,מגני ראש,"אמנויות לחימה, ג'יו ג'יטסו, חליפות ג'יו ג'יטסו, גי, GI",https://activebrands.co.il/wp-content/uploads-new/2020/12/HGOC-BU-1.jpg,size,"S,M,L,XL",1,1
HG,BU,S,OC,HEAD GUARD,,HGOC-BU-S,variation,"OPEN CHIN blue ,מגן ראש עור",,0,0,460,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/HGOC-BU-1.jpg,size,S,HGOC-BU,1
HG,BU,M,OC,HEAD GUARD,,HGOC-BU-M,variation,"OPEN CHIN blue ,מגן ראש עור",,0,0,460,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/HGOC-BU-1.jpg,size,M,HGOC-BU,1
HG,BU,L,OC,HEAD GUARD,,HGOC-BU-L,variation,"OPEN CHIN blue ,מגן ראש עור",,0,0,460,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/HGOC-BU-1.jpg,size,L,HGOC-BU,1
HG,BU,XL,OC,HEAD GUARD,,HGOC-BU-XL,variation,"OPEN CHIN blue ,מגן ראש עור",,0,0,460,,,https://activebrands.co.il/wp-content/uploads-new/2020/12/HGOC-BU-1.jpg,size,XL,HGOC-BU,1
,,,,,,,,,,,,,,,,,,,1
,,,,,,HGOC-WH,variable,"OPEN CHIN  white ,מגן ראש עור",,0,0,,מגני ראש,"אמנויות לחימה, ג'יו ג'יטסו, חליפות ג'יו ג'יטסו, גי, GI",https://activebrands.co.il/wp-content/uploads/2025/02/HGOCWH.jpg,size,"S,M,L,XL",1,
HG,WH,S,OC,HEAD GUARD,,HGOC-WH-S,variation,"OPEN CHIN  white ,מגן ראש עור",,0,0,460,,,https://activebrands.co.il/wp-content/uploads/2025/02/HGOCWH.jpg,size,S,HGOC-WH,1
HG,WH,M,OC,HEAD GUARD,,HGOC-WH-M,variation,"OPEN CHIN  white ,מגן ראש עור",,1,1,460,,,https://activebrands.co.il/wp-content/uploads/2025/02/HGOCWH.jpg,size,M,HGOC-WH,1
HG,WH,L,OC,HEAD GUARD,,HGOC-WH-L,variation,"OPEN CHIN  white ,מגן ראש עור",,0,0,460,,,https://activebrands.co.il/wp-content/uploads/2025/02/HGOCWH.jpg,size,L,HGOC-WH,1
HG,WH,XL,OC,HEAD GUARD,,HGOC-WH-XL,variation,"OPEN CHIN  white ,מגן ראש עור",,0,0,460,,,https://activebrands.co.il/wp-content/uploads/2025/02/HGOCWH.jpg,size,XL,HGOC-WH,1
,,,,,,,,,,,,,,,,,,,
,,,,,,SHORTS-MMA,variable,SHORTS,,0,,,ביגוד,"אגרוף תאילנדי, אגרוף",https://activebrands.co.il/wp-content/uploads-new/2022/03/Photo-10-03-2022-22-31-08-scaled.jpg,size,"S,M,L,4L,XL,XXL",1,1
SHORTS,BK,S,MMA,ELASTICS,,SHORTS-MMA-S,variation,SHORTS,,0,0,160,,,https://activebrands.co.il/wp-content/uploads-new/2022/03/Photo-10-03-2022-22-31-08-scaled.jpg,size,S,SHORTS-MMA,1
SHORTS,BK,M,MMA,ELASTICS,,SHORTS-MMA-M,variation,SHORTS,,0,0,160,,,https://activebrands.co.il/wp-content/uploads-new/2022/03/Photo-10-03-2022-22-31-08-scaled.jpg,size,M,SHORTS-MMA,1
SHORTS,BK,L,MMA,ELASTICS,,SHORTS-MMA-L,variation,SHORTS,,0,0,160,,,https://activebrands.co.il/wp-content/uploads-new/2022/03/Photo-10-03-2022-22-31-08-scaled.jpg,size,L,SHORTS-MMA,1
SHORTS,BK,XL,MMA,ELASTICS,,SHORTS-MMA-XL,variation,SHORTS,,0,0,160,,,https://activebrands.co.il/wp-content/uploads-new/2022/03/Photo-10-03-2022-22-31-08-scaled.jpg,size,XL,SHORTS-MMA,1
SHORTS,BK,XXL,MMA,ELASTICS,,SHORTS-MMA-XXL,variation,SHORTS,,0,0,160,,,https://activebrands.co.il/wp-content/uploads-new/2022/03/Photo-10-03-2022-22-31-08-scaled.jpg,size,XXL,SHORTS-MMA,1
SHORTS,BK,4L,MMA,ELASTICS,,SHORTS-MMA-4L,variation,SHORTS,,0,0,160,,,https://activebrands.co.il/wp-content/uploads-new/2022/03/Photo-10-03-2022-22-31-08-scaled.jpg,size,4L,SHORTS-MMA,1
,,,,,,,,,,,,,,,,,,,
HWR,BK,F,HAND WRAPS,ELASTICS,,HWR-BK,simple,HAND WRAPS BLACK,,1,173,85,,,https://activebrands.co.il/wp-content/uploads-new/2020/11/TKB-Accessory-0-58_50-1.jpg,color,BLACK,HWR-BK,1
HWR,BU,F,HAND WRAPS,ELASTICS,,HWR-BU,simple,HAND WRAPS BLUE,,1,205,85,,,https://activebrands.co.il/wp-content/uploads-new/2020/11/TKB-Accessory-0-58_50-1.jpg,color,BLUE,HWR-BU,1
HWR,PK,F,HAND WRAPS,ELASTICS,,HWR-PK,simple,HAND WRAPS PINK,,1,32,85,,,https://activebrands.co.il/wp-content/uploads-new/2020/11/TKB-Accessory-0-58_50-1.jpg,color,PINK,HWR-PK,1
HWR,RD,F,HAND WRAPS,ELASTICS,,HWR-RD,simple,HAND WRAPS RED,,1,186,85,,,https://activebrands.co.il/wp-content/uploads-new/2020/11/TKB-Accessory-0-58_50-1.jpg,color,RED,HWR-RD,1
HWR,WH,F,HAND WRAPS,ELASTICS,,HWR-WH,simple,HAND WRAPS WHITE,,0,0,85,,,https://activebrands.co.il/wp-content/uploads-new/2020/11/TKB-Accessory-0-58_50-1.jpg,color,WHITE,HWR-WH,1
,,,,,,,,,,,,,,,,,,,
KPS,BKWH,F,TRAINERS,KICKING PAD,,KPS-BKWH-F,simple,KICKING PAD,,0,0,720,ציוד מאמנים,"שק אגרוף, אגרוף תאילנדי, אגרוף",https://activebrands.co.il/wp-content/uploads-new/2021/10/kicking-pad-bk-wh.jpg,color,BKWH,KPS-BKWH-F,1
KPS,BKYW,F,TRAINERS,KICKING PAD,,KPS-BKYW-F,simple,KICKING PAD,,0,0,720,ציוד מאמנים,"שק אגרוף, אגרוף תאילנדי, אגרוף",https://activebrands.co.il/wp-content/uploads-new/2021/10/kicking-pad-bk-wh.jpg,color,BKYW,KPS-BKYW-F,1
KPS,BKBU,F,TRAINERS,KICKING PAD,,KPS-BKBU-F,simple,KICKING PAD,,0,0,720,ציוד מאמנים,"שק אגרוף, אגרוף תאילנדי, אגרוף",https://activebrands.co.il/wp-content/uploads/2025/02/KPS-BK-BU.jpg,color,BKBU,KPS-BKBU-F,1
KPS,BKRD,F,TRAINERS,KICKING PAD,,KPS-BKRD-F,simple,KICKING PAD,,0,0,720,ציוד מאמנים,"שק אגרוף, אגרוף תאילנדי, אגרוף",https://activebrands.co.il/wp-content/uploads/2025/02/KPS-BK-RD.jpg,color,BKRD,KPS-BKRD-F,1
,,,,,,,,,,,,,,,,,,,
,,,,,,BGWS-WHBU,variable,"WORLD SERIES blue,כפפות איגרוף עור",כפפות האגרוף מסדרת WORLD SERIES עשויות עור מלא בעבודת יד,0,,545,כפפות איגרוף,"אגרוף, אגרוף תאילנדי, כפפות, כפפות לחימה",https://activebrands.co.il/wp-content/uploads/2023/10/WS-BLUE-300x300-1.webp,weight,"8OZ, 10OZ, 12OZ, 14OZ, 16OZ",1,1
BG,WHBU,8,WS,BOXING GLOVES,,BGWS-WHBU-8,variation,"WORLD SERIES blue,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads/2023/10/WS-BLUE-300x300-1.webp,weight,8OZ,BGWS-WHBU,1
BG,WHBU,10,WS,BOXING GLOVES,,BGWS-WHBU-10,variation,"WORLD SERIES blue,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads/2023/10/WS-BLUE-300x300-1.webp,weight,10OZ,BGWS-WHBU,1
BG,WHBU,12,WS,BOXING GLOVES,,BGWS-WHBU-12,variation,"WORLD SERIES blue,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads/2023/10/WS-BLUE-300x300-1.webp,weight,12OZ,BGWS-WHBU,1
BG,WHBU,14,WS,BOXING GLOVES,,BGWS-WHBU-14,variation,"WORLD SERIES blue,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads/2023/10/WS-BLUE-300x300-1.webp,weight,14OZ,BGWS-WHBU,1
BG,WHBU,16,WS,BOXING GLOVES,,BGWS-WHBU-16,variation,"WORLD SERIES blue,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads/2023/10/WS-BLUE-300x300-1.webp,weight,16OZ,BGWS-WHBU,1
,,,,,,,,,,,,,,,,,,,
,,,,,,BGWS-WHRD,variable,"WORLD SERIES red,כפפות איגרוף עור",כפפות האגרוף מסדרת WORLD SERIES עשויות עור מלא בעבודת יד,0,,545,כפפות איגרוף,"אגרוף, אגרוף תאילנדי, כפפות, כפפות לחימה",https://activebrands.co.il/wp-content/uploads-new/2023/04/WS-RED.jpg,weight,"8OZ, 10OZ, 12OZ, 14OZ, 16OZ",1,1
BG,WHRD,8,WS,BOXING GLOVES,,BGWS-WHRD-8,variation,"WORLD SERIES red,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2023/04/WS-RED.jpg,weight,8OZ,BGWS-WHRD,1
BG,WHRD,10,WS,BOXING GLOVES,,BGWS-WHRD-10,variation,"WORLD SERIES red,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2023/04/WS-RED.jpg,weight,10OZ,BGWS-WHRD,1
BG,WHRD,12,WS,BOXING GLOVES,,BGWS-WHRD-12,variation,"WORLD SERIES red,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2023/04/WS-RED.jpg,weight,12OZ,BGWS-WHRD,1
BG,WHRD,14,WS,BOXING GLOVES,,BGWS-WHRD-14,variation,"WORLD SERIES red,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2023/04/WS-RED.jpg,weight,14OZ,BGWS-WHRD,1
BG,WHRD,16,WS,BOXING GLOVES,,BGWS-WHRD-16,variation,"WORLD SERIES red,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2023/04/WS-RED.jpg,weight,16OZ,BGWS-WHRD,1
,,,,,,,,,,,,,,,,,,,
,,,,,,SHORTS202-BKBU,variable,SHORTS black blue,,0,,,ביגוד,"מגן גוף, אגרוף תאילנדי, אגרוף",https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1218.jpg,size,"S,M,L,4L,5L,XL,XXL",1,1
SHORTS,BKBU,S,202,SHORTS,,SHORTS202-BKBU-S,variation,SHORTS black blue,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1218.jpg,size,S,SHORTS202-BKBU,1
SHORTS,BKBU,M,202,SHORTS,,SHORTS202-BKBU-M,variation,SHORTS black blue,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1218.jpg,size,M,SHORTS202-BKBU,1
SHORTS,BKBU,L,202,SHORTS,,SHORTS202-BKBU-L,variation,SHORTS black blue,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1218.jpg,size,L,SHORTS202-BKBU,1
SHORTS,BKBU,XL,202,SHORTS,,SHORTS202-BKBU-XL,variation,SHORTS black blue,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1218.jpg,size,XL,SHORTS202-BKBU,1
SHORTS,BKBU,XXL,202,SHORTS,,SHORTS202-BKBU-XXL,variation,SHORTS black blue,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1218.jpg,size,XXL,SHORTS202-BKBU,1
SHORTS,BKBU,4L,202,SHORTS,,SHORTS202-BKBU-4L,variation,SHORTS black blue,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1218.jpg,size,4L,SHORTS202-BKBU,1
,,,,,,,,,,,,,,,,,,,
,,,,,,SHORTS202-BKRD,variable,SHORTS black red,,0,,,ביגוד,"מגן גוף, אגרוף תאילנדי, אגרוף",https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1207.jpg,size,"S,M,L,4L,5L,XL,XXL",1,1
SHORTS,BKRD,S,202,SHORTS,,SHORTS202-BKRD-S,variation,SHORTS black red,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1207.jpg,size,S,SHORTS202-BKRD,1
SHORTS,BKRD,M,202,SHORTS,,SHORTS202-BKRD-M,variation,SHORTS black red,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1207.jpg,size,M,SHORTS202-BKRD,1
SHORTS,BKRD,L,202,SHORTS,,SHORTS202-BKRD-L,variation,SHORTS black red,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1207.jpg,size,L,SHORTS202-BKRD,1
SHORTS,BKRD,XL,202,SHORTS,,SHORTS202-BKRD-XL,variation,SHORTS black red,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1207.jpg,size,XL,SHORTS202-BKRD,1
SHORTS,BKRD,XXL,202,SHORTS,,SHORTS202-BKRD-XXL,variation,SHORTS black red,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1207.jpg,size,XXL,SHORTS202-BKRD,1
SHORTS,BKRD,4L,202,SHORTS,,SHORTS202-BKRD-4L,variation,SHORTS black red,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1207.jpg,size,4L,SHORTS202-BKRD,1
,,,,,,,,,,,,,,,,,,,
,,,,,,SHORTS202-BKPK,variable,SHORTS black pink,,0,,,ביגוד,"מגן גוף, אגרוף תאילנדי, אגרוף",https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1213.jpg,size,"S,M,L,4L,5L,XL,XXL",1,1
SHORTS,BKPK,S,202,SHORTS,,SHORTS202-BKPK-S,variation,SHORTS black pink,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1213.jpg,size,S,SHORTS202-BKPK,1
SHORTS,BKPK,M,202,SHORTS,,SHORTS202-BKPK-M,variation,SHORTS black pink,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1213.jpg,size,M,SHORTS202-BKPK,1
SHORTS,BKPK,L,202,SHORTS,,SHORTS202-BKPK-L,variation,SHORTS black pink,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1213.jpg,size,L,SHORTS202-BKPK,1
SHORTS,BKPK,XL,202,SHORTS,,SHORTS202-BKPK-XL,variation,SHORTS black pink,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1213.jpg,size,XL,SHORTS202-BKPK,1
SHORTS,BKPK,XXL,202,SHORTS,,SHORTS202-BKPK-XXL,variation,SHORTS black pink,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1213.jpg,size,XXL,SHORTS202-BKPK,1
SHORTS,BKPK,4L,202,SHORTS,,SHORTS202-BKPK-4L,variation,SHORTS black pink,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1213.jpg,size,4L,SHORTS202-BKPK,1
SHORTS,BKPK,5L,202,SHORTS,,SHORTS202-BKPK-5L,variation,SHORTS black pink,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1213.jpg,size,5L,SHORTS202-BKPK,1
,,,,,,,,,,,,,,,,,,,
,,,,,,SHORTS226-BU,variable,SHORTS blue,,0,,,ביגוד,"מגן גוף, אגרוף תאילנדי, אגרוף",https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1211.jpg,size,"S,M,L,4L,5L,XL,XXL",1,1
SHORTS,BU,S,226,SHORTS,,SHORTS226-BU-S,variation,SHORTS blue,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1211.jpg,size,S,SHORTS226-BU,1
SHORTS,BU,M,226,SHORTS,,SHORTS226-BU-M,variation,SHORTS blue,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1211.jpg,size,M,SHORTS226-BU,1
SHORTS,BU,L,226,SHORTS,,SHORTS226-BU-L,variation,SHORTS blue,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1211.jpg,size,L,SHORTS226-BU,1
SHORTS,BU,XL,226,SHORTS,,SHORTS226-BU-XL,variation,SHORTS blue,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1211.jpg,size,XL,SHORTS226-BU,1
SHORTS,BU,XXL,226,SHORTS,,SHORTS226-BU-XXL,variation,SHORTS blue,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1211.jpg,size,XXL,SHORTS226-BU,1
SHORTS,BU,4L,226,SHORTS,,SHORTS226-BU-4L,variation,SHORTS blue,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1211.jpg,size,4L,SHORTS226-BU,1
SHORTS,BU,5L,226,SHORTS,,SHORTS226-BU-5L,variation,SHORTS blue,,0,0,140,,,https://activebrands.co.il/wp-content/uploads-new/2023/05/DSCF1211.jpg,size,5L,SHORTS226-BU,1
,,,,,,,,,,,,,,,,,,,
,,,,,,BGBL01-BKRD,variable,"BLEND 01 black red,כפפות איגרוף עור",כפפות האגרוף מסדרת BLEND 01 עשויות עור מלא בעבודת יד,1,,,כפפות איגרוף,"אגרוף, אגרוף תאילנדי, כפפות, כפפות לחימה",https://activebrands.co.il/wp-content/uploads/2023/10/top-king-muay-thai-gloves-blend-01-red-01-1000x1000-1.jpg,weight,"8OZ, 10OZ, 12OZ, 14OZ, 16OZ",1,1
BG,BKRD,8,BL01,BOXING GLOVES,,BGBL01-BKRD-8,variation,"BLEND 01 black red,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads/2023/10/top-king-muay-thai-gloves-blend-01-red-01-1000x1000-1.jpg,weight,8OZ,BGBL01-BKRD,1
BG,BKRD,10,BL01,BOXING GLOVES,,BGBL01-BKRD-10,variation,"BLEND 01 black red,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads/2023/10/top-king-muay-thai-gloves-blend-01-red-01-1000x1000-1.jpg,weight,10OZ,BGBL01-BKRD,1
BG,BKRD,12,BL01,BOXING GLOVES,,BGBL01-BKRD-12,variation,"BLEND 01 black red,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads/2023/10/top-king-muay-thai-gloves-blend-01-red-01-1000x1000-1.jpg,weight,12OZ,BGBL01-BKRD,1
BG,BKRD,14,BL01,BOXING GLOVES,,BGBL01-BKRD-14,variation,"BLEND 01 black red,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads/2023/10/top-king-muay-thai-gloves-blend-01-red-01-1000x1000-1.jpg,weight,14OZ,BGBL01-BKRD,1
BG,BKRD,16,BL01,BOXING GLOVES,,BGBL01-BKRD-16,variation,"BLEND 01 black red,כפפות איגרוף עור",,1,1,545,,,https://activebrands.co.il/wp-content/uploads/2023/10/top-king-muay-thai-gloves-blend-01-red-01-1000x1000-1.jpg,weight,16OZ,BGBL01-BKRD,1
,,,,,,,,,,,,,,,,,,,
,,,,,,BGBL01-BKWH,variable,"BLEND 01 black white,כפפות איגרוף עור",כפפות האגרוף מסדרת BLEND 01 עשויות עור מלא בעבודת יד,1,,,כפפות איגרוף,"אגרוף, אגרוף תאילנדי, כפפות, כפפות לחימה",https://activebrands.co.il/wp-content/uploads-new/2023/09/images.jpg,weight,"8OZ, 10OZ, 12OZ, 14OZ, 16OZ",1,1
BG,BKWH,8,BL01,BOXING GLOVES,,BGBL01-BKWH-8,variation,"BLEND 01 black white,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2023/09/images.jpg,weight,8OZ,BGBL01-BKWH,1
BG,BKWH,10,BL01,BOXING GLOVES,,BGBL01-BKWH-10,variation,"BLEND 01 black white,כפפות איגרוף עור",,0,0,545,,,https://activebrands.co.il/wp-content/uploads-new/2023/09/images.jpg,weight,10OZ,BGBL01-BKWH,1
BG,BKWH,12,BL01,BOXING GLOVES,,BGBL01-BKWH-12,variation,"BLEND 01 black white,כפפות איגרוף עור",,1,4,545,,,https://activebrands.co.il/wp-content/uploads-new/2023/09/images.jpg,weight,12OZ,BGBL01-BKWH,1
BG,BKWH,14,BL01,BOXING GLOVES,,BGBL01-BKWH-14,variation,"BLEND 01 black white,כפפות איגרוף עור",,1,8,545,,,https://activebrands.co.il/wp-content/uploads-new/2023/09/images.jpg,weight,14OZ,BGBL01-BKWH,1
BG,BKWH,16,BL01,BOXING GLOVES,,BGBL01-BKWH-16,variation,"BLEND 01 black white,כפפות איגרוף עור",,1,4,545,,,https://activebrands.co.il/wp-content/uploads-new/2023/09/images.jpg,weight,16OZ,BGBL01-BKWH,1
,,,,,,,,,,,,,,,,,,,
,,,,,,SGBL01-BKRD,variable,"SHIN GUARDS BLEND 01 black red,מגני שוק עור",מגני שוק מסדרת BLEND 01 עשויות עור מלא בעבודת יד,0,,,מגני שוק,"אגרוף, אגרוף תאילנדי, כפפות, כפפות לחימה",https://activebrands.co.il/wp-content/uploads-new/2023/09/BL-01แดง-2.png,size,"S,M,L,XL",1,1
SG,BKRD,S,BL01,SHIN GUARD,,SGBL01-BKRD-S,variation,"SHIN GUARDS BLEND 01 black red,מגני שוק עור",,0,0,495,,,https://activebrands.co.il/wp-content/uploads-new/2023/09/BL-01แดง-2.png,size,S,SGBL01-BKRD,1
SG,BKRD,M,BL01,SHIN GUARD,,SGBL01-BKRD-M,variation,"SHIN GUARDS BLEND 01 black red,מגני שוק עור",,0,0,495,,,https://activebrands.co.il/wp-content/uploads-new/2023/09/BL-01แดง-2.png,size,M,SGBL01-BKRD,1
SG,BKRD,L,BL01,SHIN GUARD,,SGBL01-BKRD-L,variation,"SHIN GUARDS BLEND 01 black red,מגני שוק עור",,0,0,495,,,https://activebrands.co.il/wp-content/uploads-new/2023/09/BL-01แดง-2.png,size,L,SGBL01-BKRD,1
SG,BKRD,XL,BL01,SHIN GUARD,,SGBL01-BKRD-XL,variation,"SHIN GUARDS BLEND 01 black red,מגני שוק עור",,0,0,495,,,https://activebrands.co.il/wp-content/uploads-new/2023/09/BL-01แดง-2.png,size,XL,SGBL01-BKRD,1
,,,,,,,,,,,,,,,,,,,
,,,,,,SGBL01-BKWH,variable,"SHIN GUARDS BLEND 01 black white,מגני שוק עור",מגני שוק מסדרת BLEND 01 עשויות עור מלא בעבודת יד,1,,,מגני שוק,"אגרוף, אגרוף תאילנדי, כפפות, כפפות לחימה",https://activebrands.co.il/wp-content/uploads-new/2023/09/top-king-boxing-schienbeinschoner-blend-01-schwarz-weiss-1.jpg,size,"S,M,L,XL",1,1
SG,BKWH,S,BL01,SHIN GUARD,,SGBL01-BKWH-S,variation,"SHIN GUARDS BLEND 01 black white,מגני שוק עור",,1,1,495,,,https://activebrands.co.il/wp-content/uploads-new/2023/09/top-king-boxing-schienbeinschoner-blend-01-schwarz-weiss-1.jpg,size,S,SGBL01-BKWH,1
SG,BKWH,M,BL01,SHIN GUARD,,SGBL01-BKWH-M,variation,"SHIN GUARDS BLEND 01 black white,מגני שוק עור",,1,4,495,,,https://activebrands.co.il/wp-content/uploads-new/2023/09/top-king-boxing-schienbeinschoner-blend-01-schwarz-weiss-1.jpg,size,M,SGBL01-BKWH,1
SG,BKWH,L,BL01,SHIN GUARD,,SGBL01-BKWH-L,variation,"SHIN GUARDS BLEND 01 black white,מגני שוק עור",,1,2,495,,,https://activebrands.co.il/wp-content/uploads-new/2023/09/top-king-boxing-schienbeinschoner-blend-01-schwarz-weiss-1.jpg,size,L,SGBL01-BKWH,1
SG,BKWH,XL,BL01,SHIN GUARD,,SGBL01-BKWH-XL,variation,"SHIN GUARDS BLEND 01 black white,מגני שוק עור",,0,0,495,,,https://activebrands.co.il/wp-content/uploads-new/2023/09/top-king-boxing-schienbeinschoner-blend-01-schwarz-weiss-1.jpg,size,XL,SGBL01-BKWH,1
,,,,,,,,,,,,,,,,,,,
,,,,,,SHORTS-FS RETRO-RD,variable,INFIGHTSTYLE RETRO SHORTS,,0,,,ביגוד,"אגרוף תאילנדי, אגרוף",https://activebrands.co.il/wp-content/uploads/2023/08/IMG_6143.jpg,size,"S,M,L,4L,XL,XXL",1,1
SHORTS,RD,S,FS RETRO,ELASTICS,,SHORTSFS RETRO-RD-S,variation,INFIGHTSTYLE RETRO SHORTS,"מכנסי איגרוף תאילנדי ברמת גימור גבוהה, בד נושם, גזרה נוחה שאינה מגבילה את התנועה",0,0,160,,,https://activebrands.co.il/wp-content/uploads/2023/08/IMG_6143.jpg,size,S,SHORTS-FS RETRO-RD,1
SHORTS,RD,M,FS RETRO,ELASTICS,,SHORTSFS RETRO-RD-M,variation,INFIGHTSTYLE RETRO SHORTS,"מכנסי איגרוף תאילנדי ברמת גימור גבוהה, בד נושם, גזרה נוחה שאינה מגבילה את התנועה",0,0,160,,,https://activebrands.co.il/wp-content/uploads/2023/08/IMG_6143.jpg,size,M,SHORTS-FS RETRO-RD,1
SHORTS,RD,L,FS RETRO,ELASTICS,,SHORTSFS RETRO-RD-L,variation,INFIGHTSTYLE RETRO SHORTS,"מכנסי איגרוף תאילנדי ברמת גימור גבוהה, בד נושם, גזרה נוחה שאינה מגבילה את התנועה",0,0,160,,,https://activebrands.co.il/wp-content/uploads/2023/08/IMG_6143.jpg,size,L,SHORTS-FS RETRO-RD,1
SHORTS,RD,XL,FS RETRO,ELASTICS,,SHORTSFS RETRO-RD-XL,variation,INFIGHTSTYLE RETRO SHORTS,"מכנסי איגרוף תאילנדי ברמת גימור גבוהה, בד נושם, גזרה נוחה שאינה מגבילה את התנועה",0,0,160,,,https://activebrands.co.il/wp-content/uploads/2023/08/IMG_6143.jpg,size,XL,SHORTS-FS RETRO-RD,1
SHORTS,RD,XXL,FS RETRO,ELASTICS,,SHORTSFS RETRO-RD-XXL,variation,INFIGHTSTYLE RETRO SHORTS,"מכנסי איגרוף תאילנדי ברמת גימור גבוהה, בד נושם, גזרה נוחה שאינה מגבילה את התנועה",0,0,160,,,https://activebrands.co.il/wp-content/uploads/2023/08/IMG_6143.jpg,size,XXL,SHORTS-FS RETRO-RD,1
SHORTS,RD,XXXL,FS RETRO,ELASTICS,,SHORTSFS RETRO-RD-XXXL,variation,INFIGHTSTYLE RETRO SHORTS,"מכנסי איגרוף תאילנדי ברמת גימור גבוהה, בד נושם, גזרה נוחה שאינה מגבילה את התנועה",0,0,160,,,https://activebrands.co.il/wp-content/uploads/2023/08/IMG_6143.jpg,size,XXXL,SHORTS-FS RETRO-RD,1
,,,,,,,,,,,,,,,,,,,
